threshold,model,break_even_mult,ev_1x,pf_1x,ev_1.25x,pf_1.25x,ev_1.5x,pf_1.5x,ev_2x,pf_2x,ev_2.5x,pf_2.5x,ev_3x,pf_3x
1.5,TB-A,1.4140452157075838,4.223261200217354,1.8740239354696837,1.6732612002173528,1.2909372581810308,-0.8767387997826457,0.8723366966563499,-5.976738799782646,0.3872930002315597,-11.076738799782648,0.17672347913611974,-16.176738799782644,0.08396331782712284
1.5,TB-B,2.0161396529642803,10.364624460235659,5.267610912487683,7.814624460235658,3.546546076270248,5.26462446023566,2.3580914315473436,0.16462446023566016,1.026826357649449,-4.935375539764342,0.46277938604267244,-10.035375539764338,0.22395174725676126
1.5,TB-C-2.5%,1.9733146590044126,9.927809521845008,4.99966446353501,7.377809521845008,3.358341448850391,4.827809521845008,2.2243570086022495,-0.2721904781549922,0.9563233387323892,-5.372190478154994,0.4238659440565079,-10.47219047815499,0.20277460801007088
1.5,TB-C-5%,1.9303601915124338,9.489673953426824,4.714562027120441,6.939673953426823,3.1653086413767206,4.389673953426825,2.0906694065837588,-0.7103260465731757,0.8880501978974416,-5.810326046573177,0.38737614513161145,-10.910326046573175,0.1836640461767564
1.5,TB-C-7.5%,1.8874789515764672,9.052285306079963,4.434335622267588,6.502285306079963,2.977016854439764,3.9522853060799648,1.9588717512471268,-1.147714693920036,0.8227752085790689,-6.247714693920037,0.35402473146959695,-11.347714693920036,0.16610916581136298
1.5,TB-C-10%,1.845391657243752,8.622994903886271,4.16336676506096,6.07299490388627,2.795781904527985,3.5229949038862705,1.8309829670948867,-1.5770050961137285,0.7620212448804424,-6.67700509611373,0.3247527394287048,-11.777005096113728,0.15075103484164662
1.75,TB-A,1.5653940234092398,5.767019038774246,2.233144180801251,3.217019038774246,1.5830300544723028,0.6670190387742471,1.1022082611495816,-4.432980961225753,0.5158781217809414,-9.532980961225753,0.2443795048052734,-14.632980961225753,0.11934838982629217
1.75,TB-B,2.2499583749367886,12.749575424355243,6.817384539757034,10.19957542435524,4.730749766592296,7.649575424355243,3.230354057627974,2.549575424355243,1.4743859872778036,-2.5504245756447586,0.6822797231758353,-7.650424575644756,0.3318755117835559
1.75,TB-C-2.5%,2.201595980059333,12.256278996605197,6.452538300994277,9.706278996605194,4.468781091362766,7.156278996605198,3.042500771695841,2.056278996605197,1.3753335209075321,-3.043721003394805,0.6277053876757955,-8.143721003394804,0.30185024688505807
1.75,TB-C-5%,2.1529138512787753,11.759721283043506,6.080967977447235,9.209721283043505,4.197265249356704,6.659721283043507,2.8524208995320652,1.5597212830435072,1.278677881543642,-3.5402787169564935,0.5762434529733912,-8.640278716956493,0.27429506888218474
1.75,TB-C-7.5%,2.1045743179762395,11.266658043357642,5.704641286325791,8.716658043357643,3.928238044126103,6.166658043357645,2.666139955329465,1.0666580433576442,1.1862503828392466,-4.033341956642357,0.52865146437772,-9.133341956642356,0.249508345406177
1.75,TB-C-10%,2.0575331945786686,10.78683858470242,5.33708914084084,8.23683858470242,3.6730636506075256,5.686838584702421,2.4873581732343464,0.5868385847024211,1.0998902842312754,-4.5131614152975805,0.4860356113535456,-9.613161415297578,0.22801611329605276
2.0,TB-A,1.6288446718716822,6.414215653091158,2.2986009914235908,3.8642156530911573,1.6709500165122753,1.3142156530911586,1.195485049625317,-3.7857843469088412,0.5866229303683559,-8.885784346908842,0.28139420891655653,-13.98578434690884,0.13738058384231402
2.0,TB-B,2.40765945248578,14.35812641535496,8.193107876120697,11.808126415354959,5.759639976166269,9.258126415354962,3.9933837169649995,4.158126415354961,1.8577551656897937,-0.9418735846450397,0.8704356666087907,-6.041873584645037,0.4196435750923186
2.0,TB-C-2.5%,2.3534107207592503,13.804789351744352,7.6751677258647115,11.254789351744352,5.399588950730926,8.704789351744353,3.7343606726699976,3.604789351744353,1.7250460002866468,-1.4952106482556489,0.7988744581205692,-6.595210648255646,0.3810225309881957
2.0,TB-C-5%,2.2993586939584354,13.253458678376038,7.160283635350477,10.703458678376041,5.034858643039025,8.15345867837604,3.47481450737469,3.0534586783760416,1.5972170063773437,-2.04654132162396,0.7318759748895698,-7.146541321623958,0.34590828979688426
2.0,TB-C-7.5%,2.2456075664027417,12.705197177307964,6.660531275074588,10.155197177307963,4.675104458341657,7.605197177307966,3.2209890814139275,2.505197177307966,1.4751798397036966,-2.5948028226920354,0.6695424862375403,-7.694802822692034,0.3142523084487827
2.0,TB-C-10%,2.1925960214486304,12.16447941877603,6.175127869851691,9.61447941877603,4.323082793633357,7.064479418776029,2.9787698940799956,1.9644794187760302,1.3608146707043198,-3.1355205812239717,0.6124194747261503,-8.23552058122397,0.28590715703367153
2.25,TB-A,1.7214190695675722,7.358474509589233,2.5679125719712976,4.808474509589233,1.8766152039612247,2.258474509589235,1.3537419664512165,-2.841525490410765,0.6724907709831873,-7.941525490410767,0.32461233363702957,-13.041525490410764,0.15703565281223206
2.25,TB-B,2.5734761743124017,16.049456977986495,10.178502080609624,13.499456977986496,7.152931455157256,10.949456977986497,4.994614315893384,5.849456977986495,2.360759376945446,0.749456977986495,1.1144167133820433,-4.350543022013502,0.5428103216705613
2.25,TB-C-2.5%,2.514805239655069,15.451013444481703,9.504271631552497,12.901013444481704,6.692134460055142,10.351013444481705,4.6577836131116515,5.251013444481706,2.1874552632799342,0.1510134444817048,1.0224823038508393,-4.948986555518293,0.49257758303906246
2.25,TB-C-5%,2.4563896173181408,14.855174096645035,8.84393631509838,12.305174096645036,6.227693826561319,9.755174096645037,4.3263614333675475,4.655174096645037,2.02113448842506,-0.44482590335496525,0.935639446972365,-5.544825903354964,0.4468224755684056
2.25,TB-C-7.5%,2.3982660484683223,14.262313694376884,8.187864302965611,11.712313694376885,5.770736473368544,9.162313694376886,3.995841794402115,4.062313694376887,1.8607100336095783,-1.0376863056231147,0.8543181579635118,-6.137686305623114,0.4055945118147071
2.25,TB-C-10%,2.341210440239898,13.680346490446958,7.546102372949823,11.13034649044696,5.313131863228167,8.580346490446962,3.6812408096408302,3.4803464904469603,1.7108718399107479,-1.6196535095530413,0.779982253313164,-6.719653509553039,0.3689366834237504
2.5,TB-A,1.8568920047131185,8.740298448073808,2.8734227340195813,6.190298448073807,2.137246106430715,3.6402984480738088,1.5757350352863406,-1.4597015519261913,0.8275542402068853,-6.559701551926193,0.4203739963704963,-11.65970155192619,0.21162851018601583
2.5,TB-B,2.751148545384606,17.861715162922984,12.415090240310063,15.31171516292298,8.743719651987885,12.761715162922984,6.1448247372728835,7.661715162922983,2.9361316844748546,2.5617151629229813,1.4217048001786028,-2.538284837077016,0.713236634850502
2.5,TB-C-2.5%,2.6917921526998656,17.25627995753863,11.493062884258157,14.70627995753863,8.153246320100717,12.156279957538633,5.714606432483789,7.056279957538632,2.7257462817801374,1.9562799575386305,1.3134545719415303,-3.143720042461367,0.6539197285959589
2.5,TB-C-5%,2.6328155461160723,16.654718570383938,10.647386096902334,14.10471857038394,7.552903433218585,11.55471857038394,5.278939236558931,6.454718570383941,2.5288832253372915,1.354718570383939,1.2106374134617923,-3.7452814296160595,0.5988023819365208
2.5,TB-C-7.5%,2.573887114262204,16.053648565474482,9.798897385809093,13.503648565474483,6.945968305570995,10.953648565474483,4.869314457422029,5.853648565474483,2.3398967129802575,0.753648565474482,1.1133050518673087,-4.346351434525515,0.5478909273531753
2.5,TB-C-10%,2.5147002168872494,15.449942212249942,8.971075904523847,12.899942212249943,6.376546525878578,10.349942212249944,4.4793787459861685,5.2499422122499455,2.1535591791664106,0.1499422122499431,1.0217665316044757,-4.950057787750055,0.5007927460435099
2.75,TB-A,1.9872413821537147,10.069862097967887,2.915155557230526,7.519862097967888,2.2486020720888797,4.969862097967889,1.7248248444114698,-0.13013790203211115,0.9853008280638382,-5.230137902032112,0.5438102021344678,-10.33013790203211,0.2957186307571928
2.75,TB-B,2.9677082429048,20.070624077628956,13.87387584317051,17.52062407762896,9.94825659148855,14.970624077628957,7.1710749631733774,9.870624077628959,3.6142176430305097,4.770624077628957,1.8312362445378711,-0.3293759223710404,0.9604421149515889
2.75,TB-C-2.5%,2.9038903849843143,19.41968192684001,12.743532883824962,16.869681926840006,9.21915409354407,14.319681926840005,6.626929369029541,9.219681926840007,3.341597345996362,4.1196819268400064,1.6948795859510064,-0.9803180731599919,0.8855743989640326
2.75,TB-C-5%,2.839645213653637,18.764381179267094,11.745918147355576,16.214381179267093,8.475972386975887,13.664381179267096,6.082118336849318,8.564381179267096,3.0856851205227533,3.464381179267093,1.5650029493469457,-1.6356188207329039,0.8146679181017145
2.75,TB-C-7.5%,2.7749860891427653,18.104858109256202,10.73672759551178,15.554858109256205,7.736074587848266,13.004858109256206,5.570554811430024,7.904858109256206,2.8436244230928485,2.804858109256204,1.4402023381274665,-2.2951418907437935,0.7481607612751141
2.75,TB-C-10%,2.7107811746252635,17.44996798117769,9.732896250074832,14.899967981177687,7.05460748747952,12.34996798117769,5.088476969084912,7.24996798117769,2.609147367327407,2.1499679811776877,1.3249104473395161,-2.9500320188223093,0.6872061286023222
3.0,TB-A,2.1239786705150747,11.46458243925376,3.3120322930874444,8.91458243925376,2.5667173887095824,6.36458243925376,1.97034504238906,1.2645824392537608,1.1486179715526679,-3.8354175607462415,0.6501059034681093,-8.935417560746238,0.3655788081407798
3.0,TB-B,,23.06889402717199,18.049054616216495,20.51889402717199,13.255040805655806,17.96889402717199,9.779467019970399,12.868894027171992,5.031057627236335,7.7688940271719895,2.585529629717896,2.668894027171993,1.373708317247053
3.0,TB-C-2.5%,,22.340797194219572,16.791985259624656,19.790797194219575,12.292792693742893,17.240797194219574,8.90252307257051,12.140797194219573,4.618710896201985,7.040797194219573,2.382535713148511,1.9407971942195754,1.2629518940928306
3.0,TB-C-5%,,21.60663600886684,15.524165409612829,19.056636008866843,11.17822283273256,16.506636008866845,8.054157159599447,11.406636008866846,4.2333584412786935,6.3066360088668425,2.1896014977786944,1.2066360088668457,1.15792766850667
3.0,TB-C-7.5%,,20.873091267712958,14.066239691888203,18.323091267712957,10.07021611832456,15.773091267712957,7.316265907805541,10.673091267712957,3.874645474713362,5.573091267712956,2.0077949028283943,0.4730912677129582,1.059617825321149
3.0,TB-C-10%,2.975699281490814,20.152132671206296,12.598418095260183,17.6021326712063,9.087007819787273,15.0521326712063,6.6712530114797834,9.952132671206298,3.538554817388258,4.852132671206299,1.8416432765040098,-0.24786732879369955,0.9699416205315121
3.25,TB-A,2.13739129519984,11.60139121103837,3.4273225067446416,9.05139121103837,2.659223039723353,6.5013912110383725,2.0421054923137243,1.4013912110383706,1.1707800441280891,-3.6986087889616313,0.6524659936024753,-8.798608788961628,0.36291582634666786
3.25,TB-B,,22.94295434850949,17.63879223987965,20.39295434850949,13.07789819023666,17.84295434850949,9.693931840584803,12.742954348509487,5.089681725717037,7.642954348509487,2.6219192906811704,2.542954348509489,1.3663152747006435
3.25,TB-C-2.5%,,22.248112819200884,16.386399677778364,19.698112819200887,12.107475007082787,17.148112819200886,8.883142294050499,12.048112819200886,4.6675681277759535,6.948112819200883,2.419262487308749,1.8481128192008867,1.2575728172000686
3.25,TB-C-5%,,21.53066924235359,15.195369245544649,18.980669242353585,11.067876041969367,16.43066924235359,8.050478754938633,11.330669242353586,4.278850291001185,6.230669242353586,2.220558916593317,1.1306692423535891,1.1518947447787728
3.25,TB-C-7.5%,,20.81022871994082,13.85506477322758,18.26022871994082,9.978997386431237,15.71022871994082,7.297694203591902,10.610228719940823,3.9218458274237884,5.510228719940819,2.0334292194637404,0.4102287199408213,1.0529911268732632
3.25,TB-C-10%,2.9710442712841645,20.10465156709848,12.386217281862486,17.554651567098478,8.980415491782336,15.004651567098477,6.61918244469817,9.90465156709848,3.5827205679069416,4.8046515670984755,1.8631622125993743,-0.2953484329015211,0.9633568239715075
3.5,TB-A,1.9601962009033325,9.79400124921399,2.7694304387321336,7.244001249213991,2.1428504328751385,4.694001249213991,1.6464735849119083,-0.40599875078600983,0.9573279497921174,-5.50599875078601,0.5462583872459778,-10.605998750786009,0.3030113323466325
3.5,TB-B,,24.73358807342043,13.922335636935422,22.18358807342043,10.91754127267002,19.633588073420434,8.543335578134501,14.533588073420434,4.889550538860187,9.433588073420434,2.7896038879488425,4.333588073420435,1.5996159392425071
3.5,TB-C-2.5%,,23.86269872011046,12.97851648903163,21.312698720110454,10.168555000184867,18.76269872011046,7.859708479997838,13.662698720110452,4.505852012909404,8.562698720110454,2.5725613861089704,3.462698720110457,1.4634505173778118
3.5,TB-C-5%,,22.97492546690395,12.09108091756047,20.424925466903954,9.43971920161295,17.874925466903957,7.2117297673937895,12.774925466903955,4.1450990721638545,7.674925466903952,2.3632850224031317,2.5749254669039563,1.3338245325270044
3.5,TB-C-7.5%,,22.08491058431713,11.264865565008337,19.534910584317124,8.669757617857377,16.984910584317127,6.629550091944615,11.884910584317126,3.816791801948816,6.784910584317126,2.1616080793639525,1.6849105843171295,1.2100655731769843
3.5,TB-C-10%,,21.171702721763086,10.414237619972184,18.62170272176309,7.963845873509102,16.07170272176309,6.098683809017387,10.971702721763089,3.508933021467177,5.8717027217630875,1.9683942688060443,0.7717027217630897,1.0919986147863465
3.75,TB-A,2.1249119967537133,11.474102366887875,3.1339271652527003,8.924102366887876,2.4371364136837577,6.374102366887879,1.9035860472034016,1.2741023668878768,1.1388167166039869,-3.825897633112124,0.6726904146969993,-8.925897633112124,0.38564525433094143
3.75,TB-B,,27.741290275472693,14.34922722442335,25.191290275472696,11.773226499041789,22.641290275472695,9.546812709422063,17.541290275472697,6.110609557979347,12.441290275472696,3.726209658999915,7.341290275472698,2.196260381927027
3.75,TB-C-2.5%,,26.838247247435817,13.754762132029338,24.288247247435816,11.219067752134508,21.738247247435815,9.016225549871686,16.638247247435814,5.691880137395594,11.538247247435816,3.4568191776669135,6.438247247435817,2.0135784738440696
3.75,TB-C-5%,,25.923043252456257,13.16073965569052,23.37304325245626,10.665722151033526,20.823043252456262,8.50749766640646,15.723043252456263,5.271898582075521,10.623043252456258,3.1974202943845853,5.523043252456261,1.8407747874755027
3.75,TB-C-7.5%,,25.00422520194516,12.60544016425604,22.454225201945157,10.103675047586922,19.90422520194516,7.987665612088739,14.804225201945158,4.892541775571163,9.704225201945158,2.9353474700186672,4.604225201945162,1.6685200129185944
3.75,TB-C-10%,,24.036443303320755,12.029659178232242,21.486443303320755,9.481937587400846,18.936443303320758,7.397625419462519,13.836443303320758,4.514027694058462,8.736443303320753,2.670566798017665,3.6364433033207573,1.4969332690046877
4.0,TB-A,2.3918178048630248,14.196541609602855,4.006177232672169,11.646541609602853,3.1101362240920927,9.096541609602856,2.43603607720292,3.996541609602855,1.4775409681803247,-1.1034583903971455,0.8971605112050745,-6.203458390397143,0.5340795150581533
4.0,TB-B,,34.44490763405962,18.854238839211106,31.894907634059614,16.270924611053548,29.344907634059616,14.033605741802875,24.244907634059615,9.617924666902443,19.14490763405961,6.190162284460486,14.044907634059616,3.923393485806099
4.0,TB-C-2.5%,,33.25496730267173,17.74411298260553,30.704967302671726,15.311706223350312,28.15496730267173,13.033587382231891,23.054967302671727,8.874436347239426,17.954967302671726,5.6710215477521535,12.854967302671731,3.591972416919517
4.0,TB-C-5%,,32.04036342358491,16.685319669651776,29.490363423584906,14.392094627897377,26.940363423584902,12.097185629519158,21.840363423584904,8.138135605420189,16.740363423584903,5.199194643520877,11.640363423584906,3.2805132648277078
4.0,TB-C-7.5%,,30.836121149205805,15.688582911420378,28.286121149205805,13.424778800442848,25.736121149205808,11.23039792104498,20.636121149205806,7.487845638420636,15.536121149205805,4.772333534596642,10.436121149205807,2.9318570266025072
4.0,TB-C-10%,,29.615404993821443,14.736565624288199,27.065404993821442,12.446245239360827,24.515404993821445,10.358667743857874,19.41540499382144,6.8487701324586,14.315404993821442,4.337487482792952,9.215404993821444,2.5901123889865807
